home_team,away_team,date,deflections,charges_drawn,screen_assists,loose_balls_recovered,box_outs,pts_off_tov,second_chance_pts,fastbreak_pts,pts_in_paint,distance_run,hocket_assists,total_passes
TOR,NOP,2019-10-22,39,8,15,18,42,42.0,28.0,33.0,94.0,40.29,11,742
LAC,LAL,2019-10-22,34,4,14,23,46,42.0,18.0,27.0,82.0,33.480000000000004,6,557
CHO,CHI,2019-10-23,23,2,10,17,20,42.0,29.0,46.0,120.0,37.71,7,600
ORL,CLE,2019-10-23,21,2,25,8,37,22.0,15.0,24.0,92.0,36.09,6,575
IND,DET,2019-10-23,38,1,18,14,26,31.0,36.0,20.0,96.0,35.620000000000005,4,592
PHI,BOS,2019-10-23,24,4,12,16,49,31.0,33.0,22.0,102.0,35.43,3,525
MIA,MEM,2019-10-23,32,1,21,13,25,48.0,31.0,32.0,116.0,38.1,3,608
BKN,MIN,2019-10-23,30,0,43,13,29,29.0,22.0,28.0,120.0,37.68,3,556
SAS,NYK,2019-10-23,29,1,18,14,40,48.0,21.0,59.0,112.0,37.81,6,553
DAL,WAS,2019-10-23,27,2,11,12,21,35.0,31.0,34.0,80.0,36.129999999999995,2,618
UTA,OKC,2019-10-23,23,2,26,6,45,18.0,19.0,25.0,92.0,34.3,3,494
POR,DEN,2019-10-23,32,2,11,8,21,30.0,30.0,22.0,76.0,35.94,8,575
PHO,SAC,2019-10-23,34,0,14,18,48,41.0,33.0,38.0,102.0,36.7,5,538
DET,ATL,2019-10-24,28,1,20,18,46,33.0,20.0,22.0,96.0,33.849999999999994,5,542
HOU,MIL,2019-10-24,25,5,11,17,40,31.0,24.0,44.0,80.0,35.64,6,557
GSW,LAC,2019-10-24,36,2,22,10,25,34.0,19.0,44.0,98.0,36.370000000000005,6,619
CHO,MIN,2019-10-25,36,0,13,15,26,38.0,24.0,22.0,100.0,36.1,4,645
BOS,TOR,2019-10-25,28,4,21,12,35,34.0,23.0,22.0,90.0,34.32,5,599
BKN,NYK,2019-10-25,21,1,28,15,46,53.0,27.0,34.0,66.0,33.46,4,494
MEM,CHI,2019-10-25,33,0,15,24,47,28.0,34.0,41.0,108.0,36.23,4,578
NOP,DAL,2019-10-25,38,1,14,18,17,37.0,21.0,43.0,110.0,37.48,6,617
OKC,WAS,2019-10-25,22,3,13,20,36,28.0,16.0,17.0,88.0,36.010000000000005,5,594
DEN,PHO,2019-10-25,27,4,13,19,48,37.0,17.0,24.0,96.0,37.26,7,624
SAC,POR,2019-10-25,34,1,25,9,25,45.0,31.0,14.0,84.0,36.15,8,532
LAL,UTA,2019-10-25,34,1,16,16,59,39.0,19.0,27.0,78.0,31.68,7,499
MIL,MIA,2019-10-26,24,5,27,8,68,43.0,18.0,36.0,90.0,40.93,4,622
DET,PHI,2019-10-26,38,0,20,30,30,54.0,18.0,17.0,104.0,36.66,8,559
NYK,BOS,2019-10-26,23,1,23,17,47,52.0,37.0,18.0,90.0,35.61,5,582
ATL,ORL,2019-10-26,23,2,15,13,33,29.0,36.0,22.0,110.0,34.959999999999994,2,520
CLE,IND,2019-10-26,30,3,19,22,23,40.0,23.0,17.0,98.0,36.61,4,609
HOU,NOP,2019-10-26,43,2,11,21,26,45.0,35.0,30.0,108.0,37.09,7,589
CHI,TOR,2019-10-26,29,4,7,24,53,38.0,21.0,32.0,76.0,35.04,7,597
SAS,WAS,2019-10-26,26,1,21,8,29,28.0,32.0,25.0,108.0,36.349999999999994,5,567
UTA,SAC,2019-10-26,27,2,17,16,28,37.0,13.0,16.0,82.0,35.22,6,555
PHO,LAC,2019-10-26,29,3,14,14,57,40.0,25.0,31.0,92.0,37.32,4,614
OKC,GSW,2019-10-27,37,1,12,20,34,47.0,22.0,21.0,86.0,36.76,9,650
MEM,BKN,2019-10-27,27,0,29,18,23,34.0,30.0,36.0,110.0,41.099999999999994,9,620
MIN,MIA,2019-10-27,40,3,20,17,32,31.0,29.0,12.0,94.0,34.04,5,574
DAL,POR,2019-10-27,25,1,21,13,52,37.0,26.0,32.0,82.0,36.42,7,481
LAL,CHO,2019-10-27,29,3,12,19,30,20.0,37.0,42.0,118.0,34.2,4,600
NYK,CHI,2019-10-28,31,2,9,18,16,32.0,39.0,21.0,96.0,34.129999999999995,5,581
DET,IND,2019-10-28,26,1,14,12,21,30.0,35.0,19.0,94.0,35.32,3,547
TOR,ORL,2019-10-28,39,2,17,14,44,31.0,15.0,33.0,72.0,36.79,5,589
ATL,PHI,2019-10-28,38,2,15,13,41,41.0,22.0,10.0,88.0,35.86,8,567
MIL,CLE,2019-10-28,20,1,30,9,44,31.0,29.0,35.0,108.0,36.31999999999999,7,554
NOP,GSW,2019-10-28,53,0,14,24,38,41.0,43.0,34.0,128.0,36.93,9,635
HOU,OKC,2019-10-28,22,5,11,13,38,31.0,34.0,22.0,110.0,32.99,7,501
SAS,POR,2019-10-28,27,2,33,24,16,32.0,29.0,40.0,100.0,37.980000000000004,9,534
SAC,DEN,2019-10-28,31,0,13,25,21,23.0,30.0,22.0,82.0,33.599999999999994,3,577
PHO,UTA,2019-10-28,27,3,20,17,61,31.0,11.0,28.0,66.0,36.34,6,556
LAC,CHO,2019-10-28,35,4,20,15,37,57.0,28.0,24.0,92.0,34.46,5,607
MIA,ATL,2019-10-29,44,3,13,19,34,41.0,26.0,18.0,78.0,36.19,7,610
DEN,DAL,2019-10-29,22,2,18,24,24,17.0,32.0,17.0,100.0,32.02,4,547
LAL,MEM,2019-10-29,37,2,21,10,33,40.0,35.0,39.0,90.0,32.22,3,506
CLE,CHI,2019-10-30,23,1,11,4,37,30.0,38.0,23.0,104.0,36.2,5,600
PHI,MIN,2019-10-30,35,4,14,20,25,41.0,34.0,33.0,102.0,33.41,2,551
ORL,NYK,2019-10-30,20,1,15,22,36,26.0,28.0,11.0,58.0,33.06,5,594
TOR,DET,2019-10-30,33,2,18,17,24,43.0,15.0,34.0,108.0,33.44,7,575
BKN,IND,2019-10-30,43,1,27,9,37,44.0,23.0,12.0,112.0,31.96,4,470
BOS,MIL,2019-10-30,27,3,26,11,37,30.0,18.0,18.0,68.0,36.230000000000004,7,600
WAS,HOU,2019-10-30,25,4,13,21,30,40.0,41.0,30.0,114.0,32.46,11,514
OKC,POR,2019-10-30,31,2,24,14,39,27.0,23.0,23.0,74.0,29.02,2,461
SAC,CHO,2019-10-30,30,0,10,14,20,46.0,38.0,27.0,114.0,37.09,9,608
UTA,LAC,2019-10-30,25,2,35,8,25,40.0,18.0,18.0,100.0,35.019999999999996,6,564
GSW,PHO,2019-10-30,36,0,14,9,38,49.0,32.0,43.0,112.0,37.230000000000004,7,657
ATL,MIA,2019-10-31,29,1,18,15,54,43.0,31.0,30.0,102.0,36.21,2,576
NOP,DEN,2019-10-31,34,3,16,9,37,42.0,10.0,57.0,108.0,33.97,3,596
LAC,SAS,2019-10-31,41,2,23,20,26,32.0,21.0,33.0,98.0,35.33,3,506
IND,CLE,2019-11-01,30,1,16,10,30,24.0,16.0,34.0,94.0,37.459999999999994,3,549
BKN,HOU,2019-11-01,29,1,14,15,17,47.0,17.0,32.0,98.0,35.45,4,487
ORL,MIL,2019-11-01,38,2,21,15,48,45.0,21.0,38.0,86.0,33.28,4,493
BOS,NYK,2019-11-01,35,0,9,11,21,18.0,25.0,33.0,72.0,36.3,6,593
CHI,DET,2019-11-01,39,1,22,19,23,38.0,25.0,21.0,106.0,35.83,6,596
DAL,LAL,2019-11-01,36,2,17,15,26,45.0,27.0,25.0,112.0,35.5,5,545
SAC,UTA,2019-11-01,34,0,28,15,32,42.0,21.0,15.0,90.0,35.68,5,495
GSW,SAS,2019-11-01,18,0,23,12,24,24.0,31.0,30.0,84.0,36.84,3,612
OKC,NOP,2019-11-02,49,2,18,21,33,36.0,35.0,15.0,98.0,36.83,3,598
DET,BKN,2019-11-02,28,1,22,14,11,23.0,29.0,21.0,112.0,35.06,4,498
ORL,DEN,2019-11-02,26,1,18,24,19,39.0,22.0,14.0,78.0,34.03,5,579
WAS,MIN,2019-11-02,37,3,20,15,34,42.0,22.0,24.0,80.0,34.81,5,615
MEM,PHO,2019-11-02,43,4,19,13,39,38.0,32.0,31.0,110.0,34.900000000000006,5,537
MIL,TOR,2019-11-02,25,5,16,18,23,30.0,23.0,30.0,80.0,35.11,4,615
GSW,CHO,2019-11-02,37,2,21,14,26,26.0,23.0,17.0,90.0,34.150000000000006,4,608
POR,PHI,2019-11-02,28,2,20,19,26,35.0,24.0,37.0,124.0,35.59,6,567
IND,CHI,2019-11-03,30,0,11,10,29,35.0,22.0,17.0,104.0,37.06,6,598
MIA,HOU,2019-11-03,37,0,11,15,32,49.0,18.0,31.0,82.0,35.78,4,589
NYK,SAC,2019-11-03,27,2,12,10,35,29.0,28.0,18.0,82.0,35.32,7,563
SAS,LAL,2019-11-03,34,3,11,15,26,28.0,19.0,35.0,86.0,34.39,5,491
CLE,DAL,2019-11-03,26,2,20,12,28,31.0,33.0,19.0,80.0,35.83,3,524
LAC,UTA,2019-11-03,30,3,19,11,43,24.0,37.0,15.0,80.0,34.44,6,522
WAS,DET,2019-11-04,31,1,18,16,21,29.0,30.0,18.0,82.0,30.53,2,493
BKN,NOP,2019-11-04,33,0,32,19,54,54.0,33.0,39.0,106.0,36.6,9,568
MEM,HOU,2019-11-04,36,1,18,20,47,46.0,26.0,37.0,102.0,33.129999999999995,4,501
MIN,MIL,2019-11-04,31,3,34,21,27,35.0,30.0,24.0,100.0,36.34,1,596
PHO,PHI,2019-11-04,33,3,22,15,21,42.0,10.0,23.0,80.0,35.92,8,612
GSW,POR,2019-11-04,37,1,23,18,27,9.0,26.0,25.0,104.0,36.849999999999994,2,548
CLE,BOS,2019-11-05,24,1,27,13,33,16.0,22.0,17.0,104.0,35.14,2,513
CHO,IND,2019-11-05,20,4,16,11,27,39.0,24.0,22.0,118.0,38.36,9,620
ATL,SAS,2019-11-05,31,2,18,18,23,29.0,21.0,19.0,84.0,37.400000000000006,6,528
CHI,LAL,2019-11-05,36,0,23,23,18,43.0,27.0,40.0,100.0,36.269999999999996,2,576
OKC,ORL,2019-11-05,25,2,17,13,23,36.0,32.0,9.0,86.0,35.93,5,575
DEN,MIA,2019-11-05,39,2,16,15,15,40.0,21.0,29.0,102.0,33.91,5,627
DET,NYK,2019-11-06,47,0,20,13,18,32.0,18.0,21.0,96.0,33.239999999999995,5,600
IND,WAS,2019-11-06,22,2,25,16,45,50.0,36.0,39.0,86.0,35.39,3,633
ATL,CHI,2019-11-06,30,3,15,13,32,54.0,17.0,24.0,94.0,37.739999999999995,6,622
HOU,GSW,2019-11-06,36,1,9,21,31,37.0,39.0,21.0,84.0,36.32,8,568
TOR,SAC,2019-11-06,38,1,13,14,27,31.0,15.0,28.0,84.0,36.8,4,624
MEM,MIN,2019-11-06,32,1,21,17,32,27.0,29.0,39.0,116.0,35.03,7,568
DAL,ORL,2019-11-06,35,3,25,15,24,24.0,32.0,34.0,106.0,36.33,2,569
UTA,PHI,2019-11-06,36,0,27,13,49,35.0,25.0,22.0,92.0,32.71,2,507
LAC,MIL,2019-11-06,25,5,18,12,24,37.0,31.0,33.0,92.0,37.24,5,566
CHO,BOS,2019-11-07,30,1,16,21,12,29.0,13.0,21.0,104.0,36.04,6,602
SAS,OKC,2019-11-07,21,0,19,13,17,24.0,8.0,31.0,96.0,34.19,4,542
PHO,MIA,2019-11-07,26,1,18,13,17,34.0,21.0,22.0,102.0,36.15,4,580
LAC,POR,2019-11-07,27,0,28,20,28,34.0,35.0,36.0,100.0,35.56,2,497
WAS,CLE,2019-11-08,29,0,18,16,20,30.0,42.0,18.0,116.0,34.92,9,573
IND,DET,2019-11-08,29,0,20,14,21,36.0,33.0,34.0,98.0,36.44,9,558
ORL,MEM,2019-11-08,28,0,16,16,27,38.0,28.0,27.0,96.0,36.78,9,644
ATL,SAC,2019-11-08,38,1,18,15,24,33.0,27.0,21.0,102.0,34.74,3,522
MIN,GSW,2019-11-08,37,1,31,20,24,48.0,48.0,12.0,104.0,40.81,2,627
NOP,TOR,2019-11-08,22,0,19,13,48,46.0,31.0,52.0,98.0,35.879999999999995,6,602
DAL,NYK,2019-11-08,24,4,11,20,46,20.0,15.0,24.0,66.0,33.61,2,570
UTA,MIL,2019-11-08,24,1,14,21,44,39.0,30.0,22.0,78.0,35.59,4,532
DEN,PHI,2019-11-08,35,2,18,11,15,35.0,16.0,24.0,78.0,34.09,8,571
POR,BKN,2019-11-08,21,0,22,16,23,23.0,43.0,25.0,96.0,33.480000000000004,2,426
LAL,MIA,2019-11-08,29,0,11,14,26,28.0,25.0,16.0,98.0,32.72,6,591
SAS,BOS,2019-11-09,23,1,25,19,31,26.0,29.0,31.0,90.0,35.91,6,573
CHO,NOP,2019-11-09,35,2,10,18,31,56.0,23.0,29.0,90.0,38.25,7,638
MEM,DAL,2019-11-09,31,1,31,23,14,54.0,27.0,24.0,120.0,35.38,6,585
OKC,GSW,2019-11-09,36,2,23,19,22,50.0,21.0,18.0,92.0,35.620000000000005,8,641
CHI,HOU,2019-11-09,41,1,13,11,30,43.0,22.0,53.0,98.0,35.79,3,511
MIN,DEN,2019-11-10,25,3,22,14,35,31.0,30.0,13.0,100.0,38.650000000000006,5,676
PHI,CHO,2019-11-10,36,0,17,17,28,41.0,24.0,22.0,100.0,34.18000000000001,5,577
ORL,IND,2019-11-10,28,0,35,7,20,36.0,26.0,15.0,90.0,31.11,2,512
OKC,MIL,2019-11-10,42,1,19,10,25,33.0,15.0,16.0,104.0,35.76,7,627
NYK,CLE,2019-11-10,26,0,18,20,38,41.0,26.0,34.0,82.0,34.43,1,569
PHO,BKN,2019-11-10,33,3,20,13,31,42.0,19.0,32.0,116.0,34.28,8,566
POR,ATL,2019-11-10,34,0,24,21,27,25.0,26.0,30.0,108.0,38.86,3,531
LAL,TOR,2019-11-10,21,2,9,15,43,31.0,25.0,40.0,102.0,34.85,5,576
DET,MIN,2019-11-11,28,2,14,14,29,40.0,24.0,37.0,84.0,35.55,11,593
BOS,DAL,2019-11-11,22,0,14,11,26,28.0,25.0,18.0,96.0,35.59,7,568
SAS,MEM,2019-11-11,25,0,20,18,30,19.0,23.0,19.0,80.0,35.120000000000005,8,596
NOP,HOU,2019-11-11,38,2,19,30,26,33.0,29.0,42.0,104.0,36.65,5,588
LAC,TOR,2019-11-11,31,4,5,18,18,48.0,22.0,38.0,90.0,35.28,5,594
GSW,UTA,2019-11-11,34,0,35,13,15,25.0,15.0,24.0,88.0,36.94,6,627
PHI,CLE,2019-11-12,40,3,20,24,35,30.0,33.0,38.0,114.0,35.16,6,526
IND,OKC,2019-11-12,30,1,21,16,28,29.0,16.0,24.0,90.0,33.71,7,525
MIA,DET,2019-11-12,29,3,14,14,32,46.0,26.0,25.0,84.0,36.31,10,607
CHI,NYK,2019-11-12,34,2,18,22,42,50.0,30.0,30.0,98.0,35.82,7,580
DEN,ATL,2019-11-12,24,2,13,20,30,21.0,28.0,30.0,110.0,36.43,6,553
UTA,BKN,2019-11-12,14,1,27,11,26,32.0,29.0,22.0,108.0,35.54,4,516
PHO,LAL,2019-11-12,18,2,20,11,32,40.0,32.0,22.0,116.0,34.29,8,608
SAC,POR,2019-11-12,32,1,17,14,31,28.0,19.0,26.0,70.0,35.93,6,531
CHO,MEM,2019-11-13,24,2,19,9,37,43.0,22.0,24.0,104.0,36.57,6,623
ORL,PHI,2019-11-13,20,2,29,9,52,32.0,14.0,34.0,104.0,35.019999999999996,4,554
HOU,LAC,2019-11-13,26,0,17,20,43,23.0,24.0,19.0,78.0,32.79,4,510
BOS,WAS,2019-11-13,18,3,21,14,30,31.0,21.0,43.0,114.0,34.54,6,603
MIN,SAS,2019-11-13,33,0,29,22,29,24.0,17.0,11.0,116.0,36.16,8,583
LAL,GSW,2019-11-13,32,1,12,17,14,48.0,31.0,27.0,100.0,33.22,11,620
POR,TOR,2019-11-13,26,1,15,9,28,34.0,27.0,28.0,72.0,35.09,7,542
CLE,MIA,2019-11-14,36,3,24,16,24,49.0,20.0,31.0,94.0,35.209999999999994,2,537
MIL,CHI,2019-11-14,38,2,16,29,31,45.0,32.0,42.0,102.0,37.769999999999996,2,570
NYK,DAL,2019-11-14,32,2,9,15,37,35.0,52.0,7.0,94.0,34.96,5,623
NOP,LAC,2019-11-14,26,4,30,21,27,30.0,29.0,27.0,108.0,37.76,11,605
PHO,ATL,2019-11-14,33,2,12,15,46,42.0,30.0,30.0,110.0,36.760000000000005,7,561
DEN,BKN,2019-11-14,22,3,9,16,30,12.0,22.0,23.0,98.0,30.880000000000003,5,485
CHO,DET,2019-11-15,26,4,12,13,21,38.0,24.0,26.0,102.0,35.55,5,557
ORL,SAS,2019-11-15,25,1,23,16,25,41.0,31.0,33.0,82.0,36.05,5,544
HOU,IND,2019-11-15,26,2,13,20,32,23.0,20.0,23.0,96.0,35.06,0,541
OKC,PHI,2019-11-15,37,1,24,12,33,38.0,26.0,18.0,102.0,37.980000000000004,7,689
MEM,UTA,2019-11-15,27,1,30,12,48,24.0,36.0,30.0,104.0,36.489999999999995,4,582
MIN,WAS,2019-11-15,33,2,19,13,29,40.0,31.0,27.0,138.0,37.129999999999995,5,632
GSW,BOS,2019-11-15,31,2,14,17,31,41.0,24.0,38.0,88.0,36.64,6,631
LAL,SAC,2019-11-15,46,2,17,28,25,22.0,20.0,29.0,78.0,34.25,6,583
CHI,BKN,2019-11-16,29,4,14,19,47,42.0,30.0,27.0,92.0,37.900000000000006,10,593
IND,MIL,2019-11-16,25,0,18,19,21,31.0,21.0,35.0,82.0,35.96,3,556
NYK,CHO,2019-11-16,28,1,15,12,34,28.0,29.0,18.0,82.0,34.54,5,621
MIN,HOU,2019-11-16,24,0,22,19,42,32.0,33.0,28.0,92.0,32.81,5,483
MIA,NOP,2019-11-16,31,1,15,22,17,34.0,24.0,28.0,102.0,35.91,6,577
SAS,POR,2019-11-16,20,0,24,10,29,21.0,19.0,21.0,86.0,36.69,8,535
DAL,TOR,2019-11-16,35,1,11,15,41,35.0,29.0,26.0,88.0,35.82,9,596
LAC,ATL,2019-11-16,37,0,19,11,25,50.0,45.0,52.0,110.0,37.849999999999994,5,557
CLE,PHI,2019-11-17,26,0,21,14,23,30.0,20.0,25.0,106.0,35.96,8,588
SAC,BOS,2019-11-17,38,0,26,17,27,27.0,29.0,23.0,68.0,35.620000000000005,4,598
MEM,DEN,2019-11-17,25,0,12,19,31,35.0,17.0,39.0,90.0,36.86,13,680
ORL,WAS,2019-11-17,26,2,28,13,32,28.0,23.0,13.0,76.0,36.41,2,595
NOP,GSW,2019-11-17,40,2,11,17,36,36.0,30.0,26.0,80.0,37.17,4,671
LAL,ATL,2019-11-17,25,0,20,19,36,38.0,31.0,37.0,102.0,35.370000000000005,7,587
NYK,CLE,2019-11-18,25,0,16,14,52,36.0,38.0,13.0,88.0,35.629999999999995,3,577
TOR,CHO,2019-11-18,21,2,8,15,26,54.0,27.0,25.0,88.0,35.85,12,665
BKN,IND,2019-11-18,32,1,24,14,49,27.0,28.0,19.0,82.0,36.25,4,550
CHI,MIL,2019-11-18,25,1,19,10,41,37.0,26.0,27.0,96.0,37.32,4,605
HOU,POR,2019-11-18,34,2,16,14,19,42.0,42.0,22.0,104.0,36.05,5,485
DAL,SAS,2019-11-18,28,1,28,17,34,22.0,32.0,23.0,84.0,35.94,3,522
PHO,BOS,2019-11-18,31,2,15,17,29,31.0,17.0,37.0,90.0,35.39,3,634
UTA,MIN,2019-11-18,24,6,17,17,21,30.0,19.0,18.0,86.0,35.64,8,562
LAC,OKC,2019-11-18,40,0,21,16,35,32.0,24.0,12.0,64.0,35.120000000000005,4,602
MEM,GSW,2019-11-19,32,2,18,18,39,38.0,19.0,26.0,98.0,36.05,10,681
NOP,POR,2019-11-19,34,4,14,17,43,29.0,42.0,28.0,86.0,36.93,2,541
SAC,PHO,2019-11-19,35,1,18,20,37,36.0,18.0,10.0,94.0,36.95,3,619
LAL,OKC,2019-11-19,39,0,15,23,23,38.0,29.0,46.0,92.0,33.99,4,600
PHI,NYK,2019-11-20,23,1,14,19,19,34.0,22.0,28.0,70.0,35.01,3,559
WAS,SAS,2019-11-20,33,2,17,23,33,34.0,19.0,30.0,104.0,37.349999999999994,10,593
BKN,CHO,2019-11-20,29,0,7,19,19,34.0,26.0,17.0,82.0,35.84,2,574
MIA,CLE,2019-11-20,26,0,19,20,26,35.0,34.0,18.0,72.0,36.29,7,558
DAL,GSW,2019-11-20,29,0,22,12,22,26.0,24.0,31.0,92.0,36.39,8,652
ATL,MIL,2019-11-20,23,0,19,21,43,41.0,19.0,25.0,100.0,37.7,5,571
TOR,ORL,2019-11-20,36,0,16,20,31,34.0,19.0,21.0,108.0,36.18,11,576
CHI,DET,2019-11-20,32,2,6,13,15,42.0,33.0,27.0,84.0,36.91,6,592
MIN,UTA,2019-11-20,32,1,21,17,26,35.0,35.0,24.0,80.0,35.35,4,574
DEN,HOU,2019-11-20,30,2,12,17,25,49.0,27.0,40.0,98.0,34.290000000000006,2,558
LAC,BOS,2019-11-20,48,0,28,29,43,37.0,24.0,25.0,84.0,38.72,6,673
MIL,POR,2019-11-21,18,0,38,12,48,36.0,36.0,43.0,102.0,36.9,4,552
PHO,NOP,2019-11-21,39,1,19,17,35,37.0,26.0,27.0,92.0,38.44,11,644
DET,ATL,2019-11-22,30,1,16,9,16,39.0,38.0,27.0,116.0,35.8,5,554
WAS,CHO,2019-11-22,31,2,14,20,18,31.0,16.0,32.0,118.0,36.38,8,605
BKN,SAC,2019-11-22,37,0,18,19,32,39.0,26.0,25.0,108.0,36.28,5,582
OKC,LAL,2019-11-22,31,1,18,10,22,33.0,25.0,26.0,112.0,34.7,14,588
CHI,MIA,2019-11-22,36,0,16,20,34,48.0,30.0,16.0,102.0,37.61,7,604
PHI,SAS,2019-11-22,26,1,29,12,45,19.0,22.0,32.0,92.0,36.9,9,574
DAL,CLE,2019-11-22,31,0,26,12,10,23.0,17.0,37.0,114.0,35.57,9,582
DEN,BOS,2019-11-22,28,1,12,14,42,35.0,28.0,27.0,90.0,35.31,4,586
UTA,GSW,2019-11-22,31,0,20,12,39,44.0,10.0,26.0,98.0,35.480000000000004,12,598
LAC,HOU,2019-11-22,33,1,15,19,46,35.0,23.0,39.0,98.0,34.980000000000004,9,566
MIN,PHO,2019-11-23,23,2,12,12,23,22.0,18.0,11.0,82.0,36.31,6,616
CHO,CHI,2019-11-23,33,0,13,23,36,36.0,28.0,12.0,98.0,36.45,7,603
PHI,MIA,2019-11-23,42,1,20,18,49,38.0,23.0,23.0,70.0,35.84,3,561
NYK,SAS,2019-11-23,20,2,10,13,21,42.0,21.0,17.0,80.0,36.05,10,607
ATL,TOR,2019-11-23,31,1,8,11,43,44.0,33.0,30.0,108.0,36.08,7,577
MEM,LAL,2019-11-23,42,1,16,16,22,52.0,36.0,44.0,98.0,35.46,10,609
CLE,POR,2019-11-23,30,0,15,17,22,20.0,17.0,9.0,86.0,35.94,5,498
MIL,DET,2019-11-23,36,1,20,17,19,42.0,28.0,37.0,102.0,35.870000000000005,4,537
UTA,NOP,2019-11-23,21,2,24,18,31,31.0,16.0,18.0,90.0,36.83,4,570
HOU,DAL,2019-11-24,24,1,14,11,30,37.0,29.0,38.0,126.0,35.85,13,535
NYK,BKN,2019-11-24,26,0,13,18,22,37.0,21.0,18.0,62.0,34.21,4,584
WAS,SAC,2019-11-24,27,2,7,13,25,32.0,29.0,17.0,98.0,35.88,7,598
DEN,PHO,2019-11-24,21,1,19,14,38,22.0,33.0,17.0,94.0,34.35,10,572
LAC,NOP,2019-11-24,26,3,19,13,47,15.0,43.0,23.0,106.0,36.95,7,606
CLE,BKN,2019-11-25,26,0,25,15,16,27.0,33.0,20.0,108.0,35.88,8,543
IND,MEM,2019-11-25,32,0,27,15,34,33.0,24.0,39.0,112.0,36.34,6,614
DET,ORL,2019-11-25,28,2,14,9,32,23.0,27.0,18.0,68.0,36.11,3,522
MIA,CHO,2019-11-25,37,1,8,14,16,46.0,27.0,24.0,96.0,36.290000000000006,7,573
ATL,MIN,2019-11-25,27,1,11,19,47,35.0,35.0,12.0,96.0,36.230000000000004,6,551
TOR,PHI,2019-11-25,22,1,27,14,37,20.0,18.0,20.0,72.0,35.239999999999995,6,588
BOS,SAC,2019-11-25,47,1,21,18,14,27.0,32.0,20.0,76.0,34.97,3,560
CHI,POR,2019-11-25,23,3,18,22,36,37.0,24.0,19.0,98.0,36.36,5,534
MIL,UTA,2019-11-25,23,0,19,15,31,38.0,30.0,33.0,96.0,35.59,6,546
SAS,LAL,2019-11-25,20,1,21,10,34,31.0,31.0,18.0,76.0,34.91,5,561
GSW,OKC,2019-11-25,39,3,21,17,33,38.0,25.0,28.0,80.0,35.629999999999995,10,606
DAL,LAC,2019-11-26,35,3,19,20,39,27.0,22.0,33.0,76.0,36.230000000000004,2,519
DEN,WAS,2019-11-26,26,5,11,9,30,34.0,14.0,23.0,126.0,36.290000000000006,9,634
BOS,BKN,2019-11-27,23,0,29,10,44,37.0,35.0,34.0,84.0,35.43000000000001,4,551
CHO,DET,2019-11-27,22,0,15,11,14,22.0,19.0,20.0,118.0,35.41,6,585
CLE,ORL,2019-11-27,30,1,30,16,33,36.0,23.0,35.0,92.0,36.57,2,562
PHI,SAC,2019-11-27,22,0,15,14,20,28.0,20.0,41.0,78.0,35.599999999999994,6,548
IND,UTA,2019-11-27,29,1,29,11,23,38.0,28.0,30.0,104.0,36.44,2,585
TOR,NYK,2019-11-27,35,1,13,17,21,46.0,44.0,36.0,80.0,35.03,5,677
MIL,ATL,2019-11-27,34,0,10,19,35,30.0,32.0,31.0,108.0,35.879999999999995,5,552
MEM,LAC,2019-11-27,48,1,13,18,18,28.0,34.0,41.0,118.0,36.41,5,594
